rank,name,artist,track_id,url
37,Turn On Me,Future,4j9G1hsYMHg3n6OBG8AQFS,https://open.spotify.com/track/4j9G1hsYMHg3n6OBG8AQFS
38,In My Feelings,Lana Del Rey,269xqcgGTN9PlivhUkOLhX,https://open.spotify.com/track/269xqcgGTN9PlivhUkOLhX
39,take me by the hand,Oklou,6Y16szIjrhu91wNbHTDqhX,https://open.spotify.com/track/6Y16szIjrhu91wNbHTDqhX
40,Dirty Diana - 2012 Remaster,Michael Jackson,0AcgKF7kbSoCkh3n7vlHwK,https://open.spotify.com/track/0AcgKF7kbSoCkh3n7vlHwK
41,Carried Away,Men I Trust,50ASFow3YrVJJpqdzaM1YD,https://open.spotify.com/track/50ASFow3YrVJJpqdzaM1YD
42,"Reflections Laughing (feat. Travis Scott, Florence + The Machine)",The Weeknd,2gyHr9WqZeMtzJOpWGuGo6,https://open.spotify.com/track/2gyHr9WqZeMtzJOpWGuGo6
43,Colors,Halsey,1TnUURhehaoMWKAqQtirm6,https://open.spotify.com/track/1TnUURhehaoMWKAqQtirm6
44,David,Lorde,6ghDayhHeBXAP4OOnnrFW9,https://open.spotify.com/track/6ghDayhHeBXAP4OOnnrFW9
45,Girls Want Girls (with Lil Baby),Drake,37Nqx7iavZpotJSDXZWbJ3,https://open.spotify.com/track/37Nqx7iavZpotJSDXZWbJ3
46,Please Do Not Lean (feat. BADBADNOTGOOD) - Bonus,Daniel Caesar,0BYuy4jQEMJzyo6rySSQpC,https://open.spotify.com/track/0BYuy4jQEMJzyo6rySSQpC
47,out for the night - part 2,21 Savage,4B8vU5oDXVxO5OkLAI4aLx,https://open.spotify.com/track/4B8vU5oDXVxO5OkLAI4aLx
48,Disillusioned (with serpentwithfeet),Daniel Caesar,4YsnwsPURRSvprBHBY1BCd,https://open.spotify.com/track/4YsnwsPURRSvprBHBY1BCd
49,Tough,Quavo,22DH8NChecsgPxDjA4pqer,https://open.spotify.com/track/22DH8NChecsgPxDjA4pqer
50,Somebody,Latto,1GpslorH7Gi64x8uodyvfO,https://open.spotify.com/track/1GpslorH7Gi64x8uodyvfO
