rank,name,artist,track_id,url
17,Taste,Ra Ra Viper,2acetcOgBDNgjAvAG29c60,https://open.spotify.com/track/2acetcOgBDNgjAvAG29c60
18,Pumped Up Kicks,Foster The People,7w87IxuO7BDcJ3YUqCyMTT,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT
19,Velvet Piñata,Mako Road,5oh8t49mseOObcDluxR8KS,https://open.spotify.com/track/5oh8t49mseOObcDluxR8KS
20,Blue Monday,New Order,6hHc7Pks7wtBIW8Z6A0iFq,https://open.spotify.com/track/6hHc7Pks7wtBIW8Z6A0iFq
21,Good for You,Spacey Jane,2Nw6tjb0euV6LApzN4fU0a,https://open.spotify.com/track/2Nw6tjb0euV6LApzN4fU0a
22,Perfect (Exceeder),Mason,0whmIaItqkT8e5PVuPyhvT,https://open.spotify.com/track/0whmIaItqkT8e5PVuPyhvT
23,Mick's Song,Ra Ra Viper,2HTc2z9qvM7DtyN8kWPuSu,https://open.spotify.com/track/2HTc2z9qvM7DtyN8kWPuSu
24,The Weekend - Radio Edit,Michael Gray,6KzkqZqhUBEsWYJJa2aBOd,https://open.spotify.com/track/6KzkqZqhUBEsWYJJa2aBOd
25,Flash Light,Parliament,1v1PV2wERHiMPesMWX0qmO,https://open.spotify.com/track/1v1PV2wERHiMPesMWX0qmO
26,Sawteeth,Spacey Jane,723LKKIHY5tyvP9VTB14Ep,https://open.spotify.com/track/723LKKIHY5tyvP9VTB14Ep
27,All the Way,belac,4ir3TvOuSccCwx648hL4V3,https://open.spotify.com/track/4ir3TvOuSccCwx648hL4V3
28,Santa Cruz Tomorrow,French Cassettes,3USTw0XqjY9L5LwDQF912R,https://open.spotify.com/track/3USTw0XqjY9L5LwDQF912R
29,The Dead Dog,Portugal. The Man,3Y81WgDn5NTRps10lFJRAp,https://open.spotify.com/track/3Y81WgDn5NTRps10lFJRAp
30,People Say,Portugal. The Man,0WTq8iUzSlGDAbowEdRKKD,https://open.spotify.com/track/0WTq8iUzSlGDAbowEdRKKD
31,Red Heels & Razorblades,Ra Ra Viper,36g2j5gQbuTC30iPVgBXDk,https://open.spotify.com/track/36g2j5gQbuTC30iPVgBXDk
32,Crying Shame,Ra Ra Viper,6Y4Jb6Phke0COZdBfKvTS9,https://open.spotify.com/track/6Y4Jb6Phke0COZdBfKvTS9
33,TALL GRASS,Madge,15gjWTwhMqWC5U2BXzYMPJ,https://open.spotify.com/track/15gjWTwhMqWC5U2BXzYMPJ
34,places to be,Fred again..,561pBFcFL2Pwb9HPO9tU8J,https://open.spotify.com/track/561pBFcFL2Pwb9HPO9tU8J
35,Pay the Man,Foster The People,5EeZuhVQdnUkpCiknMTeoP,https://open.spotify.com/track/5EeZuhVQdnUkpCiknMTeoP
36,Partner In Crime,Ocean Alley,7mhznv7CcII49UthEbZhYE,https://open.spotify.com/track/7mhznv7CcII49UthEbZhYE
37,Head Is a Flame (Cool with It),Portugal. The Man,6AsW5PbmtQKYgXfbaNul8b,https://open.spotify.com/track/6AsW5PbmtQKYgXfbaNul8b
38,Chicken,Your Neighbors,7fPUzdTdRD8xIJUOq0uX6n,https://open.spotify.com/track/7fPUzdTdRD8xIJUOq0uX6n
39,So American,Portugal. The Man,4vWNhCGqrNVfZxunY47GDf,https://open.spotify.com/track/4vWNhCGqrNVfZxunY47GDf
40,Profite - Capyac's Magic Potion Remix,Moi Je,2aZFlHRrYZSpwfsez7Sht1,https://open.spotify.com/track/2aZFlHRrYZSpwfsez7Sht1
41,Every Day's A Lesson In Humility,Suki Waterhouse,61McqEmrnduKFDgd0lY6xf,https://open.spotify.com/track/61McqEmrnduKFDgd0lY6xf
42,If She Wants Me,Belle and Sebastian,1Tw6kcnW7WSoAfe9LNHV2B,https://open.spotify.com/track/1Tw6kcnW7WSoAfe9LNHV2B
43,RWEOK?,Disco Lines,2YhEJoYccyE5wpdAkZWbPk,https://open.spotify.com/track/2YhEJoYccyE5wpdAkZWbPk
44,Fell In Love With a Girl,The White Stripes,21Qsj3cMVCx2xF2EVVNbEu,https://open.spotify.com/track/21Qsj3cMVCx2xF2EVVNbEu
45,The Days - NOTION Remix,Chrystal,2FAZskT9yRjp2Oow9szJD8,https://open.spotify.com/track/2FAZskT9yRjp2Oow9szJD8
46,Don't Break My Heart - Harvey Sutherland Remix,Boston Bun,7ffTRhQOz4bu78VvEKoU2z,https://open.spotify.com/track/7ffTRhQOz4bu78VvEKoU2z
47,Baby Girl,Disco Lines,2cSdAkzAf2T4j4aLvx4LLz,https://open.spotify.com/track/2cSdAkzAf2T4j4aLvx4LLz
48,Down Under (feat. Colin Hay),Luude,7AVyve7cFYTd51ha5i9kE2,https://open.spotify.com/track/7AVyve7cFYTd51ha5i9kE2
49,"Harder, Better, Faster, Stronger",Daft Punk,5W3cjX2J3tjhG8zb6u0qHn,https://open.spotify.com/track/5W3cjX2J3tjhG8zb6u0qHn
50,Shade,Portugal. The Man,0BCRg55jHpvPONP7yCm87V,https://open.spotify.com/track/0BCRg55jHpvPONP7yCm87V
